 ,221057_071,221057_088,221057_101,221057_102,221057_103,221057_150,221057_151,221057_164,221364_080,221364_081,221364_082,221364_083,221364_087,221477_061,221479_158,221479_168,221479_187,221481_117,221481_230,221481_241,221481_256,221481_507,221481_509,221481_515,221481_522,221481_524,221481_538,221701_035,221701_052,221701_055,221701_057,221701_061,221733_181,230011_174,230011_175,230066_121,230066_125,230066_126,230066_127,230066_128,230080_262,230114_019,231570_005,231570_006,231570_008,231570_011,231570_012,231685_259,231685_281,231687_016,231687_029,233285_119,233379_033,233379_047,233379_048,233379_111,233379_112,233379_113,233379_114,233379_115,233379_116,233379_117,233379_119,233379_121,233379_122,233379_125,233379_127,233379_129,233379_131,233379_132,233379_133,233379_134,233380_037,233380_038,233668_061,233668_063,233668_064,233668_076,233668_080,233668_130,233668_170,233668_253,233795_001,233795_003,233795_009,233795_012,233795_072,233795_073,233795_074,233795_075,233795_085,233795_087,233795_088,233795_089,233795_090,233795_091,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_099,233795_100,233795_101,233795_102,233795_103,233795_104,233795_106,233795_124,233795_125,221090_095,221091_154,221417_015,221417_018,221417_043,221418_129,221418_139,221477_060,221478_326,221478_349,221479_159,221479_164,221479_166,221479_169,221480_100,221481_198,231685_243,231685_255,231685_273,231685_275,231685_279,231685_285,231686_057,233379_029,233379_032,233379_036,233379_039,233379_097,233379_118,233379_130,233379_136,233379_142,233380_036,233380_093,233666_200,233666_204,233666_218,221090_092,221090_093,221090_094,221090_099,221091_125,221417_017,221418_001,221418_127,221418_135,221418_137,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221481_137,221515_017,231685_244,231687_014,233666_201,233667_154,233667_297,221065_082,231687_017,231687_027,231687_028,233284_183,221225_016,221226_014,221226_015,221226_023,221365_065,221365_067,221365_069,221365_073,221426_061,231687_001,231687_012,231687_013,233666_222,233667_280,221536_032,221538_015,233281_123,233285_006,233666_207
="VISl4",="18.2431",="147.7089",="0",="1349.6751",="1452.4854",="2343.0903",="780.455",="0",="0",="0",="0",="0",="0",="353.5745",="1296.8906",="654.7415",="1957.8603",="0",="1390.19",="1308.7138",="1240.167",="402.769",="273.1582",="0",="1092.2928",="1827.3804",="0",="1407.4341",="3655.421",="1124.7854",="0",="0",="590.2097",="0",="0",="872.7301",="1176.6553",="602.4307",="1565.5221",="839.7946",="2205.6557",="0",="934.6391",="328.9999",="1375.4995",="0",="601.9921",="1100.9763",="564.5235",="253.5175",="709.7297",="1943.9549",="0",="495.52040000000005",="553.8848",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="319.8968",="0",="98.9163",="0",="483.6027",="1443.0331",="775.0616",="1411.8815",="675.9316",="1613.5981",="0",="0",="0",="0",="0",="32.1074",="89.9497",="559.9631",="0",="0",="0",="0",="422.6263",="126.8027",="1019.3998",="606.9661",="1703.0361",="0",="1800.8162",="926.1016",="1139.0052",="858.6082",="411.281",="151.7915",="0",="753.4607",="272.1334",="2027.9453",="885.0358",="0",="0",="0",="184.2685",="0",="0",="457.26239999999996",="275.257",="0",="147.9799",="0",="16.9761",="450.9613",="0",="191.6661",="0",="751.1884",="315.6079",="744.0772",="112.8945",="489.866",="5381.3703000000005",="2109.5654",="2656.1052999999997",="5078.3956",="917.8289",="0",="0",="0",="0",="0",="0",="313.7614",="701.5503",="287.754",="0",="324.5818",="575.8776",="595.7084",="326.8876",="1082.7538",="137.8454",="0",="0",="216.8235",="0",="763.6136",="73.7469",="128.0338",="108.2411",="728.5295",="0",="472.6172",="0",="60.1815",="0",="270.2038",="1350.8568",="179.7187",="5051.1531",="652.7841",="174.3264",="1087.0849",="11.4774",="411.1906",="3928.0936",="0",="0",="0",="0",="51.073",="186.9412",="0",="286.3996",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="626.0462",="371.5954",="0"
="VISl5",="998.2738",="543.8891",="327.4951",="1660.3936",="3026.662",="2249.0374",="1123.6649",="0",="0",="0",="0",="0",="0",="55.8168",="150.8426",="501.19",="848.1156",="114.8544",="436.3395",="3892.179",="1050.2913",="0",="0",="0",="1022.124",="1568.0667",="0",="1301.2995",="2650.2228",="2348.3372",="0",="0",="466.512",="58.6116",="0",="609.6879",="1113.2073",="934.7301",="3989.3278",="2004.8848",="767.0755",="50.2464",="2223.7327",="1154.8157",="2726.0866",="0",="1023.7604",="3671.2271",="2205.7078",="0",="3117.6502",="2382.4264",="0",="700.1034",="350.5637",="0",="0",="0",="0",="0",="0",="0",="0",="3.7323",="0",="0",="472.1193",="0",="5.7354",="0",="908.4365",="127.355",="1079.0588",="942.8227",="2735.8326",="1952.125",="3613.3427",="281.9841",="208.9078",="0",="424.4444",="0",="0",="2331.7762",="1098.5324",="198.3101",="0",="218.0962",="0",="0",="1210.6279",="2006.5234",="747.3646",="2041.1976",="1336.7347",="345.9931",="0",="1344.2119",="2884.8218",="1731.1596",="1578.5195",="802.5604",="0",="1502.9082",="107.5463",="3839.7085",="1995.8585",="214.3126",="0",="0",="191.4051",="0",="0",="410.1875",="0",="204.636",="982.9386",="1004.1958000000001",="307.1258",="1757.1965",="21.0109",="0",="0",="0",="0",="920.7669",="403.7852",="722.4797",="1436.8523",="347.4691",="394.2349",="836.3932",="574.0009",="0",="264.5765",="0",="0",="0",="0",="78.1086",="1579.173",="468.9861",="0",="1426.8689",="1942.9427",="277.7421",="249.7281",="2134.5613",="65.6866",="0",="1542.98",="0",="0",="451.1667",="0",="53.3779",="558.6943",="500.7771",="48.8839",="488.2204",="0",="269.829",="0",="290.2254",="2381.7383",="0",="2710.0872",="120.2362",="0",="2258.2106",="1253.5051",="1581.7966000000001",="748.3311",="63.2691",="1909.7147",="533.8035",="0",="2217.71",="4971.8719",="1853.6247",="1104.16",="347.2351",="56.6685",="0",="0",="0",="0",="270.7416",="0",="1072.5063",="2326.4047",="0",="0",="1075.51",="0",="0"
="VISp1",="2139.0212",="4347.7249",="844.3681",="886.1206",="50.8475",="1954.6724",="4393.9397",="2814.2453",="5923.8724",="978.7765",="494.9685",="351.9582",="4097.3104",="8474.3578",="2470.4346",="2459.1454",="1199.5005",="1721.0405",="168.9467",="277.1687",="1454.7882",="407.2322",="7057.6139",="3245.2275",="1461.2065",="2205.3047",="1262.4154",="1137.2129",="2421.5603",="3059.5667",="950.6088",="2987.9458",="3337.8806",="7712.8172",="7377.0888",="8522.4148",="9141.7232",="3276.9169",="4671.7081",="4353.5059",="2565.9331",="2698.3257",="855.2458",="987.3281",="125.1117",="261.9805",="760.821",="733.395",="366.7438",="13676.2887",="4023.8958",="7077.3402",="4750.6555",="6577.3916",="5137.8492",="1789.622",="3977.5004",="3513.5488",="2966.7965999999997",="263.2938",="826.7385",="11.9302",="2074.9382",="4006.9537",="4441.8939",="803.3728",="1889.7622",="2230.6277",="1930.165",="0",="2310.4059",="2840.6216",="11290.3281",="3006.2879",="992.1029",="4107.1388",="188.4277",="2703.9143",="4131.3989",="316.3984",="1338.8753",="4821.7731",="80.9062",="870.9998",="4862.0038",="4519.8821",="3056.4839",="10184.2727",="15053.3239",="14173.6406",="2250.4608",="1709.9043",="5746.4965",="2060.7863",="544.788",="3800.8558",="3275.196",="2747.0808",="3060.4302",="2276.1251",="2435.2318",="3773.0229",="6703.0586",="3577.4829",="6829.0607",="2985.8054",="2941.9873",="2774.5892",="18312.4368",="7811.8627",="2020.8206",="3991.9297",="6749.361",="38148.2743",="9544.5679",="11556.4641",="737.6656",="1200.3767",="185.4978",="2067.4657",="3835.2327",="3518.7246",="13833.623",="540.5642",="1479.0162",="18791.9273",="15357.0974",="0",="7625.369299999999",="8438.9134",="17221.318900000002",="1295.6806",="334.4494",="619.2791",="17855.6887",="10263.4556",="10580.5606",="1029.875",="5642.3125",="2263.3415",="8960.774",="1911.5364",="0",="15026.5138",="16662.9429",="10312.6691",="7442.8735",="6578.3651",="12484.3328",="8873.463",="8251.6793",="24750.219",="2764.4712",="25195.9952",="15135.274",="928.9251",="1123.261",="766.1012",="2991.0171",="9266.8179",="8812.0284",="11697.39",="4072.5839",="12061.4523",="9632.4698",="23138.0474",="6975.7286",="1607.8075",="18118.1844",="17167.215",="1249.3483",="8709.2742",="12895.7446",="0",="0",="0",="27118.5438",="0",="1524.4465",="1866.3727",="0",="0",="0",="1208.8978",="0",="3474.2621",="3134.6638",="50.7259",="0",="0",="1667.7629",="0",="0",="0",="0",="1220.2544"
="VISp2/3",="7402.2255",="11902.2002",="5894.2177",="7125.6711",="5637.6915",="4210.3618",="16448.3272",="9831.8481",="9919.2302",="6813.0962",="8794.6969",="6505.1259",="6082.46",="18482.9276",="10959.8605",="15360.7002",="12205.3216",="7459.6976",="1431.6902",="3842.6708",="8142.5733",="15679.8773",="10712.5484",="20287.2477",="18317.0053",="10851.5869",="7331.8236",="4810.0587",="10196.7488",="5617.0768",="16481.7129",="8755.2002",="5183.1466",="4079.5055",="2008.5338",="4111.8993",="6888.5755",="13778.1887",="5632.5922",="4968.4697",="11495.2804",="7508.5985",="3076.5572",="3620.5843",="1022.9273",="2288.8643",="6365.3759",="10344.6374",="7316.5681",="5462.2484",="9280.6146",="15017.6913",="8114.1923",="7209.9136",="8544.739",="7200.4206",="9145.018",="7294.5669",="7000.4907",="552.7266000000001",="3102.5217",="68.5751",="4009.7504",="2003.2514",="7404.9827",="10207.7863",="6043.6093",="12048.4151",="22809.5822",="110.4878",="5491.9658",="17899.4439",="7989.3069",="12429.1901",="3093.4927",="6141.9574",="656.1971",="14116.0137",="9659.793",="3385.5011",="5182.2247",="11633.7365",="6232.8178",="4981.1365",="6402.9451",="4320.821",="6127.861199999999",="5664.945000000001",="7897.7638",="8941.0086",="10195.1164",="15755.955",="8178.2868",="12354.1202",="8230.95",="14002.7813",="17024.5528",="20178.1289",="7756.4579",="9350.5878",="9142.7053",="864.0587",="17806.2429",="6256.2495",="4528.3635",="6935.5413",="9988.6682",="7069.9125",="3571.381",="8383.8407",="6351.902",="1345.6105",="1845.7223",="10111.0909",="30156.644",="18553.7251",="3970.8963",="6570.1068",="3616.4945",="13344.1483",="9143.3325",="22582.3128",="22571.6282",="17451.6318",="15003.2309",="3583.3253",="8635.4826",="158.3523",="1045.4805",="2257.1055",="4919.3284",="928.9037",="4387.0747",="241.044",="4055.9173",="2273.1824",="2961.2738",="1048.1966",="3895.4285",="285.3345",="6519.3778999999995",="6077.6727",="36.4048",="3774.269",="9005.4757",="16465.4078",="13910.4621",="4072.4687",="8660.1553",="7377.4748",="4146.6041",="6255.885",="2578.2613",="29671.030700000003",="4397.9671",="270.7625",="1310.7459999999999",="1863.8787",="1860.268",="2474.6395",="15961.4538",="2782.0728",="3571.7028",="8196.8504",="3741.425",="13719.4923",="11431.8966",="1653.9278",="3761.0497",="3614.1161",="1687.426",="14526.5975",="39810.6889",="0",="3.3205",="36.3303",="3944.2034",="233.4086",="610.8531",="553.6575",="96.3672",="0",="0",="0",="0",="1130.5805",="522.4402",="399.8115",="0",="140.9091",="1478.892",="62.8915",="0",="0",="0",="1791.7991"
="VISp4",="3423.3573",="2189.5809",="3005.8351",="2332.3942",="2780.2759",="1815.1461",="4444.7764",="2660.6456",="1593.0328",="1152.3862",="991.2676",="882.0537",="2285.1497",="5842.4061",="4452.8796",="5690.6694",="4718.1089",="2652.5512",="1166.2676",="2038.2015",="2191.5968",="3707.3064",="5826.1566",="4608.2645",="2999.2084",="4564.2474",="3576.0472",="3489.7963",="6793.9923",="3971.3846",="4773.1322",="1719.6435",="4234.3269",="3622.8757",="2736.6143",="4726.5079",="4960.4429",="4289.7356",="6016.5669",="6883.4515",="4057.5181",="1456.1734",="540.3999",="1225.6817",="1781.3405",="1295.6948",="2877.4499",="2261.1654",="976.9666",="3478.9348",="3517.9369",="3320.7688",="4343.5174",="2942.4906",="3374.7415",="2679.6357",="4658.6674",="3582.9888",="1939.4238",="624.0195",="538.8413",="636.3813",="1036.9082",="1086.6705",="2731.6487",="3466.7188",="1942.1254",="2148.9604",="3860.7252",="1274.7199",="3317.2947",="1299.5553",="3504.876",="3311.6183",="1313.3415",="688.7054",="1217.2893",="3376.4013",="3737.3789",="1091.9452",="2510.2385",="5397.0115",="2041.6022",="896.0676",="1788.5902",="640.7008",="533.6123",="1604.3554",="4974.5025",="4918.4258",="3658.5079",="2014.3735",="2881.4166",="3252.1708",="2429.4329",="3144.6183",="4876.2113",="3707.1294",="2870.5256",="1536.4808",="4316.9093",="5863.0116",="4056.9198",="6819.6578",="6736.168",="3045.2906",="4411.9846",="1837.2733",="3159.5169",="1261.2349",="1558.837",="4098.3964",="1003.1767",="13873.605",="2874.9822",="3035.6096",="953.8101",="3426.8582",="1456.2471",="3969.7516",="3262.8633",="12596.96",="5047.1149",="6249.9507",="5490.9631",="10634.6417",="10151.9452",="1657.232",="3529.5768",="5382.2183",="8287.964899999999",="2498.9037",="2813.8309",="662.6917",="9936.0707",="2982.4251",="2750.147",="2615.5173",="4281.6381",="6347.434200000001",="16356.194",="1442.2032",="575.6025",="11443.6685",="10696.882",="5265.5901",="6284.5682",="5454.3252",="3183.6127",="2599.9165",="4490.2178",="6984.4986",="1688.2881",="5186.0037",="2636.2876",="923.5431",="1103.7419",="1215.0993",="1891.5",="2666.338",="5534.297",="3390.4835",="4390.781099999999",="3316.7606",="4472.6923",="2693.0275",="6186.5104",="3806.9043",="3782.5088",="3690.5633",="1748.4652",="3079.7469",="19527.6244",="0",="1269.6949",="449.2869",="2007.6653",="1125.3207",="1705.0409",="564.087",="2488.6274",="0",="0",="0",="0",="1378.8234",="938.2384",="461.1746",="855.9569",="1585.7314",="1389.8815",="3694.5836",="4304.5405",="3889.7931",="5849.7657",="5169.0299"
="VISp5",="6171.9716",="4241.4428",="7837.7769",="3048.5037",="3234.3322",="3153.9792",="7737.558",="3929.8438",="7927.3392",="4681.6953",="2570.9104",="1374.8697",="5135.2964",="5119.954",="4745.3096",="2618.2562",="2586.7445",="11968.8722",="586.0952",="2701.4506",="5692.2505",="4543.0731",="9124.9337",="4552.5678",="4763.2887",="4984.4299",="15414.2754",="6071.8115",="2436.7236",="1507.2233",="4459.7728",="6730.6417",="5607.1422",="6118.1228",="9986.6384",="6919.7725",="9384.9936",="7677.1318",="5046.0796",="4726.6544",="3106.9527",="2733.5215",="3051.0247",="3068.249",="2896.9265",="917.6994",="7089.178",="8202.2369",="3833.7589",="5687.4547",="8477.4952",="7595.4105",="5536.7716",="2507.7436",="4344.2791",="2205.6399",="5921.7717",="2816.2654",="2451.0779",="905.2858",="1117.6055",="177.1675",="453.9883",="661.105",="5636.0294",="3342.3352",="2645.87",="4701.3612",="3017.6212",="389.8929",="4239.1308",="3492.8805",="5686.9853",="5028.0006",="1630.6768",="2596.8504",="4119.1347",="6726.9074",="8735.2167",="6152.9793",="9722.7916",="8414.612",="3827.9849",="4309.0233",="3500.0146",="1812.4666",="1702.559",="4299.582899999999",="5200.0609",="8918.751",="8400.8247",="4488.5267",="5726.5659",="4494.5335",="5738.3282",="9324.9509",="12439.1773",="4704.6222",="5264.1665",="6674.0337",="7216.4588",="5162.0936",="7101.5724",="7406.0814",="5754.6164",="7463.5189",="8980.662199999999",="9475.557",="6042.1485",="4493.5162",="3826.7071",="4477.2336",="3138.3496",="6990.348",="5867.661300000001",="4332.7405",="3028.8398",="10796.0308",="4508.4964",="1376.6444000000001",="6543.547200000001",="3987.8293000000003",="4416.5821",="2142.5795",="1542.8214",="11167.0752",="3108.3814",="4584.6586",="3452.0769",="6504.1817",="6622.6709",="768.7872",="4112.35",="1067.4089",="3207.5922",="1361.764",="2278.2124",="1918.2184",="3598.9518",="1247.3276",="10298.052500000002",="1333.2194",="2692.089",="2066.9368999999997",="2615.4969",="6178.083500000001",="8747.5066",="5813.2152",="8725.1163",="8189.1244",="5571.0149",="11601.5248",="7393.0749",="11247.561899999999",="7637.9495",="5134.4081",="5062.6666",="9472.7246",="4957.9586",="4040.1545",="11076.5864",="9440.9291",="10320.6988",="8676.9905",="5210.2177",="6888.4497",="11902.1038",="6843.1992",="9474.3272",="6101.8408",="16320.0732",="5580.7523",="15790.143699999999",="13899.3226",="8624.5423",="4127.1901",="3454.0718",="5193.4348",="10133.439",="3257.3514",="6516.9333",="2254.1443",="394.3551",="3377.0423",="1503.3319",="3199.0976",="6326.9118",="5493.3131",="5066.4217",="4492.5538",="6140.6122",="4427.0331",="8557.9159",="2665.4757",="6624.4634",="14891.8902"
="VISp6a",="205.4356",="1641.6968",="1434.3723",="1883.8031",="2033.0811",="905.9839",="1584.5158",="567.1222",="316.2471",="497.0014",="691.4289",="0",="739.509",="1020.3347",="0",="2340.1533",="569.2275",="3066.0769",="200.4771",="10.992",="280.9102",="662.1512",="564.5161",="844.9566",="994.6501",="820.0998",="1492.9639",="1234.018",="1377.2058",="1927.3673",="641.8209",="2643.7526",="289.8792",="256.0686",="263.9662",="3449.6006",="1511.8483",="1711.3582",="306.2741",="509.496",="137.5058",="597.8997",="456.5429",="164.8594",="1041.1102",="590.5537",="1875.6423",="1279.9377",="504.5021",="1336.779",="1023.1774",="1442.2829",="663.3847",="973.3705",="553.8468",="1049.6023",="943.0013",="0",="795.006",="789.3242",="107.5285",="0",="0",="0",="466.8753",="523.9112",="686.3376",="1663.7029",="856.9543000000001",="0",="729.3008",="139.7906",="1381.2731",="1473.109",="1261.9582",="991.0018",="928.2039",="1349.216",="537.9824",="1912.8484",="1148.5088",="908.7625",="1651.3073",="2329.036",="485.9423",="1343.002",="0",="440.0722",="0",="274.5226",="552.9909",="1661.3745",="219.6863",="1778.0877",="3397.8163",="808.5529",="1144.8965",="541.8496",="281.4956",="849.7732",="386.8035",="1129.8642",="638.0083",="192.7562",="556.6914",="769.4188",="795.3371000000001",="2177.174",="159.1912",="375.0278",="313.8079",="2041.8267",="3427.6189",="4194.3148",="4057.471",="1303.9999",="3069.3176",="2989.3728",="521.8195",="337.6443",="2263.6337",="1293.9609",="1740.3721",="810.1705",="193.1351",="2123.7427",="1194.2006000000001",="1435.5553",="4304.0548",="3027.0169",="2322.3305",="558.2046",="111.7616",="320.5578",="1601.6512",="808.0116",="621.59",="393.8635",="1456.7189",="588.1462",="1554.8952",="229.1354",="980.2941000000001",="3609.6749",="2254.096",="1738.8118",="1583.3661",="1084.0141",="1780.1564",="2257.3929",="1142.2008",="1733.1236000000001",="1403.0287",="2979.7754",="2615.8211",="1218.4795",="2409.3642",="2824.0016",="2464.6344",="1372.202",="8118.5725999999995",="2024.263",="3546.9467",="2497.3542",="3471.62",="133.788",="5903.0616",="1082.6478",="1441.4027",="1811.3464",="20996.4983",="1755.0979",="19597.468",="36738.2072",="10874.2324",="14568.231600000001",="4785.3327",="192.9547",="1075.2402",="592.5348",="95.817",="4635.9083",="749.7416",="279.828",="1564.7055",="348.6242",="2324.2482",="3938.0909",="804.7521",="834.3605",="1911.3504",="2354.749",="2251.7585",="2131.6346",="3277.5251",="1501.5809"
="VISp6b",="144.4756",="117.0394",="0",="0",="932.2777",="665.9416",="866.6064",="219.6589",="188.13",="38.6324",="43.2515",="0",="31.8284",="161.11149999999998",="0",="10.6866",="48.6507",="0",="69.1467",="0",="0",="0",="0",="0",="10.0828",="193.463",="64.1928",="423.085",="72.0195",="617.0975",="415.9123",="1322.4856",="65.6843",="43.6212",="42.509",="70.686",="202.8117",="156.0097",="425.9551",="529.4322",="0",="135.8959",="474.1255",="78.8588",="99.2481",="275.8524",="202.0162",="0",="0",="83.4466",="41.3058",="298.1231",="219.8169",="228.55599999999998",="0",="395.6446",="0",="0",="273.7127",="444.2354",="0",="0",="196.7816",="0",="0",="280.5375",="20.6243",="529.5332",="142.5896",="0",="32.7287",="0",="108.3226",="71.514",="34.895",="35.4174",="0",="50.7411",="257.6133",="107.4916",="82.5648",="237.0627",="510.9768",="886.4512",="123.417",="275.6101",="0",="83.86500000000001",="0",="0",="55.9173",="0",="41.5896",="51.3378",="0",="60.8405",="139.5682",="74.7747",="182.4335",="102.1364",="60.2275",="41.676",="34.064",="40.2879",="43.2117",="250.5371",="271.515",="36.4866",="75.6816",="0",="0",="633.3378",="378.2827",="1659.213",="936.3325",="472.0218",="147.3224",="321.9719",="0",="210.401",="444.1116",="418.4349",="48.9679",="63.5669",="17.1563",="893.8833",="87.7179",="45.7293",="362.401",="1816.7698",="427.0095",="0",="0",="38.9871",="2.8986",="361.0204",="608.2514",="549.3837",="414.9527",="620.7728",="1197.3233",="55.8426",="154.2101",="168.7877",="85.7904",="480.6225",="317.7876",="199.2939",="820.518",="664.3279",="340.8843",="702.5181",="150.7129",="242.92940000000002",="664.2487",="186.0028",="167.7378",="734.2894",="201.0732",="356.7768",="555.9354",="40.9006",="179.9508",="767.7781",="873.46",="0",="1089.0166",="291.4134",="609.6953",="233.4323",="986.3867",="1108.6239",="1788.2250000000001",="6268.340700000001",="1333.0703",="4118.3803",="2771.5366",="96.5862",="71.9097",="0",="0",="171.1115",="44.3131",="154.9922",="103.4541",="397.0358",="487.1806",="42.4308",="281.6365",="36.619",="44.5686",="399.1233",="1088.604",="390.2419",="1032.8731",="317.4656"
="VISpm1",="1066.5218",="2469.971",="220.2353",="256.4767",="1.8956",="0",="0",="1422.5857",="0",="0",="0",="0",="106.8115",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="525.7604",="55.8629",="2351.7843",="527.8467",="778.0224",="0",="0",="0",="0",="198.2615",="47.0632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="537.7852",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="490.524",="26.573",="1345.1541",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="284.2098",="5.8262",="198.6423",="195.232",="398.6508",="0",="0",="223.8518",="205.3631",="0",="0",="0",="0",="0",="0",="0",="357.8246",="0",="5676.3569",="4830.9261",="3218.141",="1933.5358",="0",="0",="0",="0",="0",="820.9525",="257.6104",="3824.567",="0",="1374.7965",="0",="0",="570.5522",="0",="0",="0",="0",="0",="0",="1203.329",="1080.0511",="3771.9695",="0",="3957.0136",="1440.3859",="974.9999",="0",="0",="510.8542",="1294.7217",="0",="130.649",="440.7562",="1951.6651",="0",="1317.7138",="3334.428",="1622.0689",="722.4549",="1182.4174",="0",="0",="0",="0",="0",="4637.5494",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="2891.6861",="2684.4629",="668.84",="765.907",="747.5015",="0",="0",="843.2252",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="240.0614",="0",="0",="0",="0",="0",="2485.8255",="640.5984",="1488.6707",="7373.0841",="2155.7164",="0",="0",="0",="0",="107.6511",="665.1586",="0",="0",="164.2893",="0",="0",="0",="0",="0",="149.6502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="476.6488",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="161.3336",="1678.6376",="4709.5614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="244.4083",="0",="140.7058",="73.4242",="0",="0",="194.6548",="1997.5098",="0",="0",="0",="0",="0",="0",="0",="46.0382",="0",="3364.4308",="2126.6564",="3459.794",="3943.3262",="0",="0",="0",="0",="0",="813.1922",="789.8403",="1383.1059",="0",="268.8429",="0",="0",="425.0072",="0",="0",="0",="0",="0",="0",="406.0812",="1280.4967",="2135.8925",="0",="2677.9359",="2749.3789",="539.3848",="0",="302.7307",="1339.5511999999999",="2642.3635",="0",="942.277",="1195.058",="2052.2207",="0",="2349.0438",="2287.4209",="1422.8284",="513.442",="417.551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="685.546",="116.5364",="55.4368",="842.5824",="222.0695",="0",="0",="50.7759",="0",="0",="0",="0",="82.186",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1106.553",="349.2829",="455.2459",="744.4739",="239.7233",="0",="0",="0",="120.634",="0",="9.4216",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="206.0598",="394.2006",="857.8163",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="285.7813",="0",="0",="0",="0",="0",="0",="263.3382",="0",="0",="0",="0",="0",="0",="0",="114.9314",="0",="77.2621",="0",="178.2777",="87.7057",="0",="0",="0",="0",="0",="224.8869",="0",="1326.6893",="0",="21.1626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="153.6231",="248.4873",="0",="478.6405",="1107.7117",="1010.0789",="0",="0",="34.5719",="1909.2263",="0",="102.4738",="12.37",="1101.5089",="0",="2064.0654",="1015.138",="270.5939",="5.8892",="177.5863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="852.421",="1736.6023",="146.0184",="846.6847",="1112.8723",="0",="0",="1095.7089",="60.4844",="61.0343",="0",="0",="346.1507",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.853",="0",="1724.1754",="1183.0174",="2447.7934",="1920.669",="618.5946",="0",="0",="0",="1775.9306",="1652.4607",="146.6736",="630.1507",="0",="0",="0",="0",="0",="0",="0",="0",="88.2899",="0",="0",="0",="0",="0",="0",="0",="0",="97.5455",="0",="0",="0",="0",="0",="0",="0",="558.5631",="0",="0",="0",="0",="0",="0",="0",="0",="200.8457",="0",="0",="0",="328.4646",="508.4765",="1853.4147",="796.1524",="0",="0",="0",="0",="0",="0",="0",="0",="34.2703",="0",="0",="0",="0",="581.5214",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.5179",="337.5641",="0",="64.8707",="0",="0",="0",="1293.4637",="1662.3598",="0",="0",="0",="0",="0",="0",="0",="0",="0",="423.7813",="189.554",="532.8549",="0",="0",="0",="0",="0",="0",="0",="412.5471",="988.1631",="0",="510.2862",="0",="0",="0",="0",="0",="0",="469.3984",="0",="0",="0",="180.8592",="1276.0122",="336.474",="1519.8377",="1416.964",="2159.2718",="0",="558.1707",="0",="742.4321",="1109.9528",="1808.2429",="980.2144",="2345.8938",="288.2935",="2330.2965",="1395.0841",="306.8736",="322.1785",="1013.0493",="0",="0",="83.3159",="0",="0",="411.9804",="0",="0",="0",="318.2654",="0",="0",="0",="1294.3417",="0",="0",="316.5452",="0",="0",="0",="0",="0",="0",="0",="0"
